click_count,grade,link,location,name,show_time,type
1666,7.7,magnet:?xt=urn:btih:a5816fb2e6ef84e507a0d7e4c3698bf333dbc35a&dn=[电影天堂www.dytt89.com]武汉日夜-2021_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2021年国产7.7分纪录片《武汉日夜》HD国语中字,2021-01-22(中国大陆),纪录片
3079,6.7,magnet:?xt=urn:btih:1cac78fd9cae1a384cbb3179a5d6ab7d9396350c&dn=[电影天堂www.dytt89.com]哥斯拉大战金刚-2021_BD中英双字V2字幕精译版.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国/澳大利亚,2021年欧美6.7分动作科幻片《哥斯拉大战金刚》BD中英双字,2021-03-26(中国大陆)/2021-03-24(中国台湾)/2021-03-31(美国),动作/科幻/冒险
2079,8.8,magnet:?xt=urn:btih:601346c45b17d27b8dbc5916cea489489cf431a9&dn=[电影天堂www.dytt89.com]困在时间里的父亲-2020_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,英国/法国,2020年欧美8.8分剧情片《困在时间里的父亲》BD中英双字,2020-01-27(圣丹斯电影节)/2021-02-26(美国)/2021-03-26(美国网络),剧情
1738,7.6,magnet:?xt=urn:btih:7ce7a28b26f7f72789ab790eade4272ba9099900&dn=[电影天堂www.dytt89.com]兰心大剧院-2019_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2019年国产巩俐赵又廷剧情片《兰心大剧院》HD国语中字,2019-09-04(威尼斯电影节),剧情
1424,7.4,magnet:?xt=urn:btih:f01af73f99c5bc1d87827156a95096504c86367a&dn=[电影天堂www.dytt89.com]关于无尽-2019_BD瑞典语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,瑞典/德国/挪威,2019年瑞典7.4分剧情片《关于无尽》BD瑞典语中字,2019-09-03(威尼斯电影节)/2019-11-15(瑞典),剧情
5912,7.7,magnet:?xt=urn:btih:5df9754f3f7311e7d3466566b73db5de8a91476f&dn=[电影天堂www.dytt89.com]同学麦娜丝-2020_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国台湾,2020年中国台湾7.7分喜剧片《同学麦娜丝》BD国语中字,2020-11-20(中国台湾)/2021-02-20(中国台湾网络)/2020-11-05(台北金马影展),喜剧/剧情
6584,7.9,magnet:?xt=urn:btih:1754a8b24db9a87a4c3e926b99f052180a087b07&dn=[电影天堂www.dytt89.com]最初的梦想-2019_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,印度,2019年印度7.9分喜剧爱情片《最初的梦想》BD中字,2019-09-06(印度),喜剧/爱情/剧情
5060,7.5,magnet:?xt=urn:btih:79b1441992092194fe3c687875e0608e06ca1a5f&dn=[电影天堂www.dytt89.com]光-2018_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,马来西亚,2018年马来西亚7.5分剧情家庭片《光》BD中字,2020-11-06(中国大陆)/2018-06-20(上海电影节)/2018-11-29(马来西亚),剧情/家庭
26912,8.0,magnet:?xt=urn:btih:a401b52f9e4ce55141176d2bf4676055c3503410&dn=[电影天堂www.dytt89.com]孤味-2020_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国台湾,2020年中国台湾8.0分剧情片《孤味》BD国语中字,2020-11-06(中国台湾)/2021-02-05(中国台湾网络),剧情/家庭
34261,6.3,magnet:?xt=urn:btih:6aebd4b4722bf527953df16d6075e789e8ff3002&dn=[电影天堂www.dytt89.com]蛛丝马迹-2021_BD特效中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2021年美国6.3分惊悚犯罪片《蛛丝马迹》BD特效中英双字,2021-01-29(美国),惊悚/犯罪/剧情
39813,6.2,magnet:?xt=urn:btih:cd90880e30c585f9387ba5acbc1bffeceeb11375&dn=[电影天堂www.dytt89.com]发财日记-2021_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2021年国产6.2分喜剧片《发财日记》HD国语中字,2021-02-12(中国大陆网络),喜剧/剧情
30649,4.8,magnet:?xt=urn:btih:71be1c11f22496f1784ce17946efc61fd66df311&dn=[电影天堂www.dytt89.com]热血合唱团-2020_BD国粤双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国香港,2020年国产剧情片《热血合唱团》BD国粤双语中字,2020-11-13(中国大陆)/2020-11-26(中国香港),剧情
49331,4.6,magnet:?xt=urn:btih:9e593cd17de23e83c842fc34a41b7d86a64efa3b&dn=[电影天堂www.dytt89.com]少林寺之得宝传奇-2021_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2021年国产王宝强动作片《少林寺之得宝传奇》HD国语中字,2021-02-12(中国大陆网络),动作
41581,5.6,magnet:?xt=urn:btih:a80177f3199ba964ed0ed4d7d72a7cb59510967b&dn=[电影天堂www.dytt89.com]温暖的抱抱-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产喜剧片《温暖的抱抱》HD国语中字,2020-12-31(中国大陆),喜剧
145497,7.0,magnet:?xt=urn:btih:0cb8c2677b55c2e373cbadbe6853d907156b90d4&dn=[电影天堂www.dytt89.com]姜子牙-2020_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.0分奇幻动画片《姜子牙》BD国语中字,2020-10-01(中国大陆),剧情/动画/奇幻
31252,4.8,magnet:?xt=urn:btih:681e6043507425d6a4b6d42ef01377e78be22156&dn=[电影天堂www.dytt89.com]大红包-2021_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2021年国产喜剧爱情片《大红包》HD国语中字,2021-01-22(中国大陆),喜剧/爱情
30504,5.2,magnet:?xt=urn:btih:2e1d9391eff855d48214c53d7402e9e21c5d1cc6&dn=[电影天堂www.dytt89.com]圣何塞谋杀案-2020_BD国粤双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国香港,2020年中国香港爱情犯罪片《圣何塞谋杀案》BD国粤双语中字,2020-09-25(中国香港)/2020-10-04(中国大陆网络),爱情/悬疑/犯罪
16453,7.8,magnet:?xt=urn:btih:1c5596857e6fa9937ba777485d74c9166c4d334d&dn=[电影天堂www.dytt89.com]拆弹专家2-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆/中国香港,2020年国产刘德华刘青云动作犯罪片《拆弹专家2》HD国语中字,2020-12-24(中国大陆),动作/犯罪
3452,6.4,magnet:?xt=urn:btih:1ba8bd33cb52eb52a4e70191323ddf32a621a3f4&dn=[电影天堂www.dytt89.com]我很在乎-2020_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,英国,2020年英国6.4分喜剧犯罪片《我很在乎》BD中字,2020-09-12(多伦多电影节)/2021-02-19(美国网络),喜剧/惊悚/犯罪
78094,8.2,magnet:?xt=urn:btih:53735832ac86bf81d0d6ded5ec8476e3181cb36f&dn=[电影天堂www.dytt89.com]疯狂原始人2-2020_BD国英双语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国8.2分动画片《疯狂原始人2》BD国英双语中英双字,2020-11-27(中国大陆)/2020-11-25(美国),动画/喜剧/冒险
39858,5.4,magnet:?xt=urn:btih:2420c5a9a9b6171d39648cd9968f13ad909f1463&dn=[电影天堂www.dytt89.com]史酷比狗BD国粤英三语中英双字V2.mkv&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国喜剧动画片《史酷比狗》BD国粤英三语中英双字,2020-05-15(美国),喜剧/动画/冒险
22770,6.2,magnet:?xt=urn:btih:b0174f6effd4fb74fcc8d3dbf7b2dc2ea9c0d0a7&dn=[电影天堂www.dytt89.com]通往春天的列车HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2019年国产6.2分爱情片《通往春天的列车》HD国语中字,2020-09-17(中国大陆)/2019-10-05(釜山电影节),剧情/爱情
51568,7.7,magnet:?xt=urn:btih:d2dcde81519002a21de6ff05065a037613f12709&dn=[电影天堂www.dytt89.com]叔·叔BD粤语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国香港,2019年中国香港7.7分剧情片《叔·叔》BD粤语中字,2020-05-28(中国香港)/2019-10-04(釜山国际电影节),剧情/同性
47603,7.3,magnet:?xt=urn:btih:36b01a78dbadd6f8965bb2731909ccaf79334430&dn=[电影天堂www.dytt89.com]爱与怪物BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国7.3分冒险片《爱与怪物》BD中英双字,2020-10-16(美国),冒险
29923,6.1,magnet:?xt=urn:btih:b28606f8ba4a4864d445acc322c8fd717fac00d9&dn=[电影天堂www.dytt89.com]精神错乱BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国6.1分惊悚片《精神错乱》BD中英双字,2020-07-31(澳大利亚)/2020-08-21(美国),惊悚
28647,6.6,magnet:?xt=urn:btih:aa83f6418f9481a1a1d667af25ec986f7a80ac1b&dn=[电影天堂www.dytt89.com]恶棍之城BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,法国,2020年法国6.6分犯罪片《恶棍之城》BD中字,2020-10-30(法国),犯罪
45575,7.2,magnet:?xt=urn:btih:db3b32f7d4ae6a53c2dfef1ba0c4f07f9a6eee71&dn=[电影天堂www.dytt89.com]再见吧！少年HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.2分剧情片《再见吧！少年》HD国语中字,2020-10-05(中国大陆),汉语普通话
46448,7.5,magnet:?xt=urn:btih:5848c20f691f9ca4626ecb19bb7251a6b82adc4c&dn=[电影天堂www.dytt89.com]金都BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国香港,2019年中国香港7.5分剧情片《金都》BD国语中字,2020-06-11(中国香港)/2019-11-17(香港亚洲电影节),剧情
19631,8.0,magnet:?xt=urn:btih:62376193c17a7ace1b7c7e285f5eaf97057ec03b&dn=[电影天堂www.dytt89.com]云上情歌BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国8.0分剧情音乐片《云上情歌》BD中英双字,2020-10-16(美国),剧情/音乐
68609,7.7,magnet:?xt=urn:btih:dc8e4daf741a445daf259d1e8de4663a064554ab&dn=[电影天堂www.dytt89.com]王者BD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2017年韩国7.7分动作犯罪片《王者》BD韩语中字,2017-01-18(韩国),剧情/动作/犯罪
83900,6.5,magnet:?xt=urn:btih:e16618d59adad6ca7c0e55dd48f17f6cb6287f70&dn=[电影天堂www.dytt89.com]麦路人-2019_BD国粤双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国香港,2019年中国香港6.5分剧情片《麦路人》BD国粤双语中字,2020-09-17(中国大陆)/2019-10-29(东京电影节),剧情
23832,7.1,magnet:?xt=urn:btih:68e42296017e6310a37acb02d4c3b4f800577ae2&dn=[电影天堂www.dytt89.com]刻在你心底的名字-2020_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国台湾,2020年中国台湾7.1分剧情片《刻在你心底的名字》BD中字,2020-09-30(中国台湾)/2020-12-23(中国台湾网络)/2020-03-14(大阪亚洲电影节),剧情/同性
35469,7.1,magnet:?xt=urn:btih:38c3dc9b93553030240f2a3a57e3e20541cc14eb&dn=[电影天堂www.dytt89.com]停尸房收藏-2019_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2019年美国7.1分恐怖片《停尸房收藏》BD中字,2019-09-21(奇幻影展)/2020-10-15(美国),恐怖
63472,7.4,magnet:?xt=urn:btih:a1cb52ae9c13c75747f7fc7bc4817f4d4b7bc049&dn=夺冠-2020_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆/中国香港,2020年国产7.4分剧情运动片《夺冠》BD国语中字,2020-09-25(中国大陆),剧情/运动
35859,7.2,magnet:?xt=urn:btih:d7cc4250451496d377357c2589db89ba286768b9&dn=[电影天堂www.dytt89.com]逃走的女人BD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2020年国韩国7.2分剧情片《逃走的女人》BD韩语中字,2020-02-25(柏林电影节)/2020-09-17(韩国),剧情
60480,7.4,magnet:?xt=urn:btih:7d507bdc9299bec813d54655083c8288be9b713d&dn=[电影天堂www.dytt89.com]我和我的家乡-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.4分喜剧片《我和我的家乡》HD国语中字,2020-10-01(中国大陆),喜剧/剧情
63036,7.8,magnet:?xt=urn:btih:3efe6816ed357b871d9472b7b88c141e102a770d&dn=[电影天堂www.dytt89.com]一秒钟-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.8分剧情片《一秒钟》HD国语中字,2020-11-27(中国大陆),剧情
61871,6.5,magnet:?xt=urn:btih:3c080b7aad0245ab7bdd2230ab03c81674c7a16d&dn=[电影天堂www.dytt89.com]沐浴之王-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产6.5分剧情片《沐浴之王》HD国语中字,2020-12-11(中国大陆),喜剧
32266,7.5,magnet:?xt=urn:btih:432eacbf83cb9caa608ff3e40513d1180f8fa324&dn=[电影天堂www.dytt89.com]行骗天下JP：公主篇-2020_BD日语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,日本,2020年日本7.5分喜剧片《行骗天下JP：公主篇》BD日语中字,2020-07-23(日本),喜剧/剧情
80411,6.5,magnet:?xt=urn:btih:fc6ea3fa44e1b091c2277602911b14cba71debfd&dn=[电影天堂www.dytt89.com]除暴-2020_HD国粤双语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国香港/中国大陆,2020年国产6.5分剧情片《除暴》HD国粤双语中字,2020-11-20(中国大陆),剧情/动作/犯罪
48819,8.3,magnet:?xt=urn:btih:87ecae6675f397d3bfc3c3c82b46323dc182e8bd&dn=[电影天堂www.dytt89.com]致允熙-2019_BD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2020年韩国8.3分剧情片《致允熙》BD韩语中字,2019-10-12(釜山电影节)/2019-11-14(韩国),剧情/同性
9271,8.0,magnet:?xt=urn:btih:cbb1ef9031e244d49432da05b2b3e439f0e93f7c&dn=[电影天堂www.dytt89.com]吉祥如意-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产大鹏剧情家庭片《吉祥如意》HD国语中字,2021-01-29(中国大陆)/2020-07-26(上海电影节),剧情/家庭
8231,8.4,magnet:?xt=urn:btih:bdd84d44c00df52d39f099fcd57c8deb2fdf2281&dn=[电影天堂www.dytt89.com]亲爱的同志-2020_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,俄罗斯,2020年俄罗斯8.4分剧情历史片《亲爱的同志》BD中字,2020-09-07(威尼斯电影节)/2020-11-12(俄罗斯)/2021-01-29(美国)/2021-02-05(美国网络),剧情/历史
5304,7.5,magnet:?xt=urn:btih:f0335e0fc4adbebd601c175923aa3d0a11cdf6e5&dn=[电影天堂www.dytt89.com]亲爱的房客-2020_BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国台湾,2020年中国台湾7.5分剧情片《亲爱的房客》BD国语中字,2020-10-23(中国台湾)/2021-02-18(中国台湾网络)/2020-07-04(台北电影节),剧情
3779,6.9,magnet:?xt=urn:btih:2908c0f841a642aae5a4173d0a29c0a8f948118b&dn=[电影天堂www.dytt89.com]85年盛夏-2020_BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,法国/比利时,2020年法国比利时6.9分剧情片《85年盛夏》BD中字,2020-07-14(法国),剧情
7900,5.4,magnet:?xt=urn:btih:a28a5e28f969f97aab2674d38d42916cc7bedbe5&dn=[电影天堂www.dytt89.com]美国之旅2-2021_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2021年美国喜剧片《美国之旅2》BD中英双字,2021-03-05(美国网络),喜剧
5855,7.6,magnet:?xt=urn:btih:ba05cff284c31546c69027b251a86bba1bba8c7d&dn=[电影天堂www.dytt89.com]较量2-2021_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,印度,2021年印度7.6分惊悚犯罪片《较量2》BD中英双字,2021-02-19(印度网络),惊悚/犯罪/剧情
2305,6.6,magnet:?xt=urn:btih:a6cbfb9e72d998833102f38966d87223e998fb35&dn=[电影天堂www.dytt89.com]熊出没·狂野大陆-2020_HD国语中字V2.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产喜剧动画片《熊出没·狂野大陆》HD国语中字,2021-02-12(中国大陆)/2020-08-01(上海电影节),喜剧/科幻/动画
2075,7.2,magnet:?xt=urn:btih:197b7e85e79d06ba770d460f530206a83abc9b74&dn=[电影天堂www.dytt89.com]犹大与黑弥赛亚-2021_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2021年美国7.7分传记历史片《犹大与黑弥赛亚》BD中英双字,2021-02-12(美国/美国网络),传记/历史/剧情
61936,5.9,magnet:?xt=urn:btih:6113eaabc5cfb4350c75cc8918a361834814c6e4&dn=[电影天堂www.dytt89.com]花木兰BD国英双语中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国/中国大陆,2020年中美合拍动作片刘亦菲版《花木兰》BD国英双语中英双字,2020-09-11(中国大陆)/2020-09-04(美国网络),剧情/动作/冒险/古装
23587,x26,magnet:?xt=urn:btih:25c1b925afc2ef7f127bc96d6f111c8eaf7d2213&dn=[电影天堂www.dytt89.com]战疫2020之我是医生HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产剧情片《战疫2020之我是医生》HD国语中字,2020-11-03(中国大陆),剧情
19608,5.6,magnet:?xt=urn:btih:3c9478852dd25a216f809389c64f84a2be4da9c9&dn=[电影天堂www.dytt89.com]猫和老鼠-2021_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,英国/法国/德国/美国,2021年欧美喜剧动画片《猫和老鼠》BD中英双字,2021-02-26(美国/中国大陆),喜剧/动画/冒险
10124,7.5,magnet:?xt=urn:btih:6f1267a96fbf706c9fae336043735806d9ca3150&dn=[电影天堂www.dytt89.com]送你一朵小红花-2020_HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.5分剧情片《送你一朵小红花》HD国语中字,2020-12-31(中国大陆),剧情
31240,8.0,magnet:?xt=urn:btih:e520830f0014bfb4f5badb193110fc45ba1c5f6e&dn=[电影天堂www.dytt89.com]树上有个好地方BD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2019年国产8.0分喜剧儿童片《树上有个好地方》BD国语中字,2020-09-06(中国大陆网络)/2019-10-09(德国),剧情/喜剧/家庭/儿童
29567,6.1,magnet:?xt=urn:btih:782cad976f52e0c25924d251f65db5f6b791fd6b&dn=[电影天堂www.dytt89.com]奇奇怪怪：整容液HD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2020年韩国6.1分恐怖动画片《奇奇怪怪：整容液》HD韩语中字,2020-09-02(韩国),动画/恐怖
22807,6.1,magnet:?xt=urn:btih:fb282571428aa7a35814b7c4463cfec98c9b05c4&dn=[电影天堂www.dytt89.com]母亲BD日语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,日本,2020年日本6.1分惊悚片《母亲》BD日语中字,2020-07-03(日本)/2020-11-03(法国网络),惊悚
167716,4.9,magnet:?xt=urn:btih:c1fe5a4517d4ffaf6bd1c4b506a3d0d65dc8bb1a&dn=[电影天堂www.dytt89.com]新变种人BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国科幻恐怖片《新变种人》BD中字,2020-08-28(美国),动作/科幻/恐怖
39017,8.8,magnet:?xt=urn:btih:5d56548384f46931faa5726cb0e2addc180fe551&dn=[电影天堂www.dytt89.com]他们已不再变老BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,英国/新西兰,2018年欧美8.8分战争纪录片《他们已不再变老》BD中字,2019-11-11(中国大陆)/2018-10-16(伦敦电影节)/2018-11-09(英国),纪录片/历史/战争
28433,7.5,magnet:?xt=urn:btih:4f1c936ea2cef94026ecf5cd51cc218ab76d54f9&dn=[电影天堂www.dytt89.com]热气球飞行家BD中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,英国,2019年英国7.5分传记冒险片《热气球飞行家》BD中字,2019-08-30(特柳赖德电影节)/2019-09-08(多伦多电影节)/2019-11-06(英国),剧情/传记/冒险
46356,7.3,magnet:?xt=urn:btih:86997198d4898a9075aa67557c953938ed73df86&dn=[电影天堂www.dytt89.com]野性的呼唤BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2020年美国7.3分冒险剧情片《野性的呼唤》BD中英双字,2020-02-21(美国)/2020-04-03(中国大陆),剧情/动画/冒险
54659,7.1,magnet:?xt=urn:btih:2cdd4008bb83f67a7cf12173b78b1a0ada2a954f&dn=[电影天堂www.dytt89.com]一点就到家HD国语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,中国大陆,2020年国产7.1分喜剧片《一点就到家》HD国语中字,2020-10-04(中国大陆),剧情/喜剧
165561,5.8,magnet:?xt=urn:btih:5aaaa0869598a13c5206e0e9762aff97531845ec&dn=地狱男爵：血皇后崛起-2019_BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,美国,2019年美国动作奇幻片《地狱男爵：血皇后崛起》BD中英双字,2019-04-12(美国),动作/奇幻/冒险
34832,7.0,magnet:?xt=urn:btih:00a1dfad9bfb32c428828f34ef94fd50919f44f8&dn=[电影天堂www.dytt89.com]哦！文姬BD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2020年韩国7.0分喜剧悬疑片《哦！文姬》BD韩语中字,2020-09-02(韩国),喜剧/悬疑
47831,8.7,magnet:?xt=urn:btih:45e16ea88ff1380da1f8049ce71e5e5b6eb94c62&dn=[电影天堂www.dytt89.com]来自深渊：深沉灵魂的黎明BD日语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,日本,2020年日本8.7分动画片《来自深渊：深沉灵魂的黎明》BD日语中字,2020-01-17(日本),动画
57971,7.8,magnet:?xt=urn:btih:7a2d70a48fa42ed898eea5b37b94c9bef397ab0e&dn=[电影天堂www.dytt89.com]担保BD韩语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,韩国,2020年韩国7.8分剧情片《担保》BD韩语中字,2020-09-29(韩国),剧情
15997,7.3,magnet:?xt=urn:btih:e8a58b9682069180e2fd94f9da2bed0f2de0ef4e&dn=[电影天堂www.dytt89.com]菊石BD中英双字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,英国/澳大利亚/美国,2020年欧美7.3分爱情片《菊石》BD中英双字,2020-09-11(多伦多电影节)/2020-10-17(英国)/2020-11-13(美国),爱情/同性/剧情
23081,5.5,magnet:?xt=urn:btih:e38f28f2d6e1ac4a2a8aef15df71e84168c05b34&dn=[电影天堂www.dytt89.com]翱翔雄心HD乌尔都语中字.mp4&tr=http://t.t789.me:2710/announce&tr=http://t.t789.co:2710/announce&tr=http://t.t789.vip:2710/announce,巴基斯坦,2018年巴基斯坦战争片《翱翔雄心》HD乌尔都语中字,2020-11-13(中国大陆)/2018-05-15(巴基斯坦),战争/动作/剧情
51537,8.6,,日本,2020年日本动画片《鬼灭之刃 剧场版 无限列车篇》HDTC日语中字,2020-10-16(日本),动画
